ObsTime,StnPres,StnPresMax,StnPresMin,T Max,T Min,Precp,RHMin,WS,WD,WSGust,WDGust,RH,Temperature
2012/1/11,1024.6,1026.5,1022.4,17.9,15,0,60,2,52,9.1,32,67,16.6
2012/1/12,1021.7,1024.6,1018.8,19.3,15.1,0,63,2.7,78,9.9,86,76,16.8
2012/1/13,1018.6,1021.2,1016.3,20.3,17.5,0,77,1.1,75,8.5,84,84,18.6
2012/1/14,1013.7,1016.8,1011.1,25.3,18.1,1.5,63,0.4,44,4.9,326,86,20.5
2012/1/15,1009.6,1012.9,1007.2,19.9,17.7,9,81,0.6,28,6,82,89,18.7
2012/1/16,1011.6,1015.4,1008.2,19.7,14.4,18.5,70,1,37,9.9,320,86,16.1
2012/1/17,1014,1016,1012.2,21.7,14.9,0,49,1.6,63,10.2,99,69,18.3
2012/1/18,1012.9,1015.2,1010.8,26,16.5,0,43,0.3,329,4.9,17,71,19.7
2012/1/19,1014.5,1016,1012.6,23.2,16.3,0,62,1.2,77,8.5,354,80,18.6
2012/1/20,1014.9,1016.9,1013.7,18.7,16.4,0,72,1.8,78,8,92,77,17.6
2012/1/21,1014.6,1016.9,1012.8,18.4,15.1,4,73,1.4,66,8,26,81,16.9
2012/1/22,1018.1,1020.6,1015,16.3,11.7,29.5,82,0.6,5,5.7,49,88,13.6
2012/1/23,1019.9,1021.8,1017.8,13.7,10.7,11,78,1.3,73,6.8,104,83,12.5
2012/1/24,1017,1019.3,1014.3,15.8,12.8,28,82,0.7,55,6.3,75,89,14
2012/1/25,1020.5,1022.3,1018.3,13.1,10.5,2,71,1.3,80,7.4,289,80,11.5
2012/1/26,1019.1,1022.6,1016.3,16.6,11.1,7.5,72,1.2,76,6.6,34,82,14.2
2012/1/27,1016.2,1018.8,1014.5,19.7,13.9,0,67,0.3,343,4.4,339,83,16.2
2012/1/28,1015.4,1017.4,1013.8,18.4,15.9,0,77,0.4,343,4.4,344,82,16.8
2012/1/29,1017.1,1019.1,1015,18.1,15.9,0,79,0.8,353,5.7,324,83,16.9
2012/1/30,1018.9,1020.2,1017.1,18.9,15,0,71,1.2,347,7.7,340,79,16.7
2012/1/31,1019.8,1022.1,1018,15.8,13.3,0.5,75,0.8,79,7.4,327,80,14.8
2012/2/1,1018.5,1020.1,1017.1,18.6,14.8,0,73,0.9,80,6.8,84,81,16.7
2012/2/2,1022.6,1024.9,1020,16.7,12.8,0.5,69,2.1,75,11,86,79,14.5
2012/2/3,1022,1023.9,1020.4,14.1,12.3,9,82,1.5,77,8,63,89,13
2012/2/4,1018.3,1021.2,1015,22.2,13.7,1,67,1.3,54,8.2,76,81,18.2
2012/2/5,1016,1018.4,1013.7,25.6,16.1,0,55,0.6,7,5.5,73,81,19.5
2012/2/6,1009.7,1013.8,1006.1,28.4,17.3,0,50,0.3,7,5.2,307,75,21.8
2012/2/7,1016.6,1021.7,1009.1,21.2,10.7,27,67,1.4,10,7.7,24,81,13.4
2012/2/8,1021.9,1023.9,1020.4,12.4,10,3.5,69,1.9,59,7.4,15,78,11.2
2012/2/9,1019.6,1023.4,1016.9,15.7,10.8,1.5,72,1.3,53,8.2,74,84,13.4
2012/2/10,1018.7,1020.7,1016.9,16.8,14,0,86,0.3,12,4.9,310,90,15.5
2012/2/11,1020.6,1022.1,1019,21,14.8,0,63,1.3,58,7.4,85,81,16.8
2012/2/12,1017.9,1020.2,1014.6,26.2,16.4,0,56,1.5,71,9.1,98,76,20.9
2012/2/13,1017.5,1020.6,1015.2,27.8,15.8,0,41,0.6,62,5.2,99,71,20.9
2012/2/14,1014.2,1017.4,1011.9,25.6,17.8,0,61,0.6,17,4.9,351,82,20.8
2012/2/15,1013.4,1015.1,1011.3,20.2,17,1,74,1.1,75,8,71,86,18.3
2012/2/16,1016.8,1018.8,1014.3,17.5,14.5,10,66,0.8,338,7.4,85,82,15.7
2012/2/17,1020.3,1023.5,1018,15.6,12,0.5,72,0.8,22,8.2,35,80,13.9
2012/2/18,1023.5,1025.1,1021.5,13.3,12,0,67,2.1,66,8,75,71,12.6
2012/2/19,1022.4,1024,1020.6,14.4,12.1,0,66,2.2,77,8.8,72,74,13.4
2012/2/20,1017.5,1021.5,1015.1,22.5,13.9,0,60,2.2,53,9.3,23,72,18.8
2012/2/21,1013.1,1015.4,1010.7,28.3,16.4,0,48,0.4,26,4.9,98,75,20.4
2012/2/22,1009.6,1011.8,1006.8,27.8,17.1,0,51,0.4,20,5.2,310,75,21
2012/2/23,1009,1010.7,1007.7,21.9,18.4,44,78,0.3,345,4.6,315,92,19.7
2012/2/24,1010.4,1012.4,1008.2,21.4,16.6,56.5,78,0.5,48,5.2,87,92,18.3
2012/2/25,1012.9,1015.8,1009.3,18.7,13,39,80,0.7,79,5.7,96,88,15.6
2012/2/26,1017,1019.3,1013.7,14.5,11.9,22,80,0.6,356,6,326,86,12.9
2012/2/27,1016.3,1020,1011.7,16.3,12.4,5,81,1.5,76,9.6,73,86,14.1
2012/2/28,1013,1015.8,1009.6,17.3,12.9,24,85,0.5,343,8.5,330,91,14.8
2012/2/29,1013.9,1014.1,1011.2,26.3,16.4,0,51,1.4,77,9.3,265,82,17.9
2012/3/1,1013.7,1016.3,1011.1,25.1,13.5,0,64,0.7,346,4.1,326,83,18.3
2012/3/2,1013.2,1015.5,1011.5,24.9,16.2,0,64,0.7,74,5.7,66,85,19.1
2012/3/3,1014.4,1016.1,1012.4,23.6,16.2,0,75,1.2,75,8.2,49,85,19.1
2012/3/4,1012.7,1014.6,1010.2,24.3,15.4,0,65,0.7,24,5.7,328,86,18.6
2012/3/5,1009.3,1012.7,1006.7,29,15.6,1.5,52,0.6,31,8,319,80,20.7
2012/3/6,1009.7,1012.7,1007.1,27,18.2,0,65,1.3,66,7.4,20,77,22.7
2012/3/7,1010.5,1012.3,1009.4,19.1,14.6,0.5,83,1.1,318,5.2,313,90,15.8
2012/3/8,1011.3,1013.8,1008.8,16.8,14.2,3,84,0.9,333,5.7,325,92,15.4
2012/3/9,1015.5,1017.7,1012.6,15.2,11.9,15.5,82,1.2,337,7.4,310,87,13.2
2012/3/10,1018.3,1020.2,1016.9,14.1,10.5,4,76,0.8,344,7.1,6,84,12.6
2012/3/11,1020.4,1022.3,1018.8,15.5,12.8,3.5,64,1.4,64,9.3,91,76,14.2
2012/3/12,1021.3,1023.2,1019.6,15.8,13,6.5,73,2.2,76,10.2,74,84,14.3
2012/3/13,1020.5,1022.9,1018.3,16.8,13.6,21,84,1.1,78,6.8,86,92,15.3
2012/3/14,1018.2,1019.9,1016.8,17.9,15.3,7,92,0.4,35,5.2,329,94,16.8
2012/3/15,1015.6,1017.8,1013.4,24.1,15.4,0,64,0.4,19,4.6,2,90,17.5
2012/3/16,1012.3,1014.4,1009.9,28.5,15.2,0,55,0.3,7,7.7,275,80,21.7
2012/3/17,1011.2,1012.9,1009.5,30.3,20.3,0,59,0.3,1,5.2,47,83,24.6
2012/3/18,1012.7,1014.9,1009.5,29.2,20.1,0,63,1.2,73,10.7,72,85,23.6
2012/3/19,1014.4,1016.5,1013,22.3,15.7,0,70,1.6,75,11,86,83,19
2012/3/20,1014.9,1018,1012.4,20.3,16,0,80,0.9,318,6,103,88,17.5
2012/3/21,1016.6,1020.1,1013.7,21.4,16.3,0,71,2.5,52,11,22,79,18.3
2012/3/22,1013.2,1016.7,1010.1,27.2,18.3,0,61,0.5,26,10.2,254,79,22.2
2012/3/23,1013.1,1020.9,1010.1,30.3,13.5,1,50,0.8,340,9.6,259,79,21.2
2012/3/24,1020.4,1022.6,1018.9,15.2,10.4,2,39,1.6,31,9.1,55,61,13.5
2012/3/25,1019.9,1021.5,1018.4,20.7,13.2,0,35,2.7,52,11,47,50,17
2012/3/26,1019.5,1021.1,1017.8,25,16.9,0,34,2.8,76,11.8,244,47,20.6
2012/3/27,1020,1022,1018.5,26.3,19.5,0,41,2.2,75,11,266,53,22.2
2012/3/28,1018.5,1021.1,1016.3,27.2,20,0,32,1.9,75,10.4,54,48,23.2
2012/3/29,1016.8,1019.4,1014.7,27.3,21,0,39,1.3,76,7.7,88,53,23.5
2012/3/30,1013.9,1016.3,1011.2,30.1,19.3,0,26,0.5,327,11.8,265,58,23.7
2012/3/31,1019.8,1022.9,1014,22.6,15.4,7,45,2.3,78,10.2,337,62,18.3
2012/4/1,1017.7,1020.5,1015.5,23,17.4,0,49,2.3,73,9.6,68,54,20.5
2012/4/2,1014.1,1016.6,1011.3,29.3,20,0,48,0.3,345,13.5,277,63,23.6
2012/4/3,1016.8,1020.2,1012.9,28.1,17.5,0,53,1.9,77,10.4,71,68,21.8
2012/4/4,1014.7,1019.5,1010.8,28.8,17.5,0,38,1.6,70,8.8,40,57,22.6
2012/4/5,1013.6,1015.6,1011.9,21.9,18.6,20.5,72,0.5,75,4.9,63,88,19.8
2012/4/6,1016.2,1017.8,1013.7,20.4,17.1,0.5,57,1.6,71,7.7,69,73,19.1
2012/4/7,1016.6,1018.3,1015.1,24.2,18.9,0.5,52,2.4,67,11.5,88,62,21.4
2012/4/8,1015.6,1016.7,1014.5,26,20.9,0,53,1.8,74,7.4,97,67,22.8
2012/4/9,1015.2,1016.5,1013.8,24,20.8,22,71,0.3,7,4.1,79,86,21.9
2012/4/10,1012.5,1015.5,1010.2,30,21.1,0,60,0.3,17,7.4,267,77,25.2
2012/4/11,1010,1011.7,1007.7,31,23.1,14,62,0.9,19,8.2,257,80,26.2
2012/4/12,1009.4,1011.2,1007.2,31,22.2,0,57,0.9,335,6.8,79,75,26.2
2012/4/13,1008.9,1010.7,1006.8,31.2,23.8,0,53,1,258,9.9,250,70,27.3
2012/4/14,1011,1013,1009.5,27.1,21.5,5.5,62,1.5,77,8.5,84,82,23.1
2012/4/15,1008.2,1010.6,1005.2,28.5,22.4,5.5,67,0.5,85,8,280,83,24.3
2012/4/16,1009.8,1012.1,1006.2,23.3,19,53,73,1,77,6.8,326,89,20.6
2012/4/17,1010.4,1012.1,1008.3,23.8,18.6,16.5,52,1.7,77,9.1,83,75,20.8
2012/4/18,1009.1,1010.5,1007.4,28.5,20.2,5,63,0.4,49,4.9,337,85,23.2
2012/4/19,1009.3,1010.8,1007.5,28,22.1,0.5,72,0.2,8,5.2,301,86,24.5
2012/4/20,1008.3,1010.1,1005.6,30.2,23.2,20.5,63,0.7,72,5.7,83,83,25.6
2012/4/21,1005.4,1008.9,1003.3,31.2,22.9,58,46,1.1,283,8.5,240,80,26.1
2012/4/22,1010.3,1012.2,1007.8,25.8,20.1,59,63,1.1,78,7.4,74,78,22.8
2012/4/23,1009.8,1011.9,1007.7,31.8,21.7,0,49,0.6,57,8.2,248,72,25.9
2012/4/24,1006.8,1009.1,1004.4,33.5,24,0,47,0.6,75,7.4,245,74,26.9
2012/4/25,1004.9,1008.3,1002.4,33.1,23.7,5,50,1.4,256,11.3,264,76,27.7
2012/4/26,1011.2,1013.8,1005.3,25.5,17.4,59,70,1.5,76,8,89,84,19.9
2012/4/27,1010.4,1012.4,1008.3,22.2,19.2,20,77,0.3,29,5.7,87,87,21
2012/4/28,1010.3,1011.3,1009,29.4,20.6,4,55,0.2,54,7.7,266,86,24
2012/4/29,1007.5,1009.9,1005.7,30.7,21.8,0.5,54,0.3,40,10.4,266,79,25.4
2012/4/30,1005.3,1007.5,1003,33.5,22.8,8,48,1,253,10.4,246,70,28.5
2012/5/1,1004.5,1006.3,1002.3,34.5,24.8,0,43,1.2,255,12.4,311,66,29.9
2012/5/2,1004.6,1007.7,1002.7,33.2,23.2,43.5,50,1.7,259,13.2,271,72,28.5
2012/5/3,1006.8,1008.5,1005,27.5,22.7,0.5,62,1.8,77,8.2,77,75,24.4
2012/5/4,1007,1009,1004.6,23.6,20.6,40,77,1.5,77,8.2,101,85,21.9
2012/5/5,1008.7,1010.5,1007.4,29.3,21.2,0,42,0.8,73,6,68,64,24.7
2012/5/6,1009.3,1011.5,1007.9,31.6,20.3,0,25,0.8,69,6.3,88,56,25.5
2012/5/7,1008.5,1010.4,1007.1,32,20.3,0,36,0.4,19,6,251,58,26.5
2012/5/8,1005.1,1007.4,1002.2,33.8,23.9,0,47,1,254,9.1,267,63,29.3
2012/5/9,1007.2,1010.5,1004.1,33.3,24.2,0.5,57,1.1,76,8.2,7,76,27.5
2012/5/10,1009.4,1011,1008.2,25.9,21.5,21.5,75,1.3,79,6.8,80,85,23.6
2012/5/11,1007.9,1009.4,1006.1,27.7,21.5,2.5,68,1.9,59,8.5,38,81,24.7
2012/5/12,1006.1,1007.8,1004.4,32.8,24.5,2.5,54,1.2,80,7.1,336,75,27.5
2012/5/13,1004.6,1006.1,1002.9,33.1,24.6,0,53,0.7,262,7.4,259,71,28.6
2012/5/14,1006.2,1007.7,1004.6,34.5,25.2,0,51,0.9,332,7.1,233,69,29.7
2012/5/15,1006.8,1008.9,1005.2,34.2,26.4,0,51,0.8,74,7.4,282,73,29.2
2012/5/16,1006,1007.8,1004.2,30.4,26.1,4.5,69,0.7,70,5.7,334,81,27.5
2012/5/17,1007.5,1010,1005,27.9,22.1,24.5,60,0.7,78,5.2,45,79,25.1
2012/5/18,1009.7,1011.3,1008.2,30.8,22.5,5,43,1.3,70,7.7,74,65,26.1
2012/5/19,1007.6,1010.7,1005.2,29,22.1,11.5,69,0.3,75,4.9,256,85,25.4
2012/5/20,1005.6,1008.4,1002.7,26,23.4,25.5,77,0.6,78,4.6,86,90,24.5
2012/5/21,1008.4,1010.5,1006.7,28.6,22.8,0,52,1.9,55,8.8,73,71,24.9
2012/5/22,1008.6,1010,1007.3,28.8,22.8,0,47,2.1,75,8.8,81,62,25.2
2012/5/23,1007.2,1008.9,1005.5,31.8,22.5,0,52,1.6,64,7.1,77,69,26.7
2012/5/24,1006.1,1007.2,1004.6,31.5,24.9,0,54,0.9,61,8,245,73,27.6
2012/5/25,1006.9,1009.4,1005.7,32.7,24.1,0,46,1.1,333,7.4,349,72,27.7
2012/5/26,1007.6,1009.6,1005.8,32.5,24.7,3.5,56,1.6,78,6.8,76,74,27.4
2012/5/27,1008.3,1009.7,1006.7,28,24.4,1.5,72,1.3,79,7.4,58,84,25.8
2012/5/28,1009.5,1011.5,1007.8,27.4,23.8,34,79,1.2,74,6.8,88,91,25.1
2012/5/29,1008.6,1010.7,1006.7,31.9,24.9,0,63,2,71,8.8,50,78,28
2012/5/30,1006.4,1007.9,1005.1,32.6,26.4,0.5,58,0.7,75,6,334,77,28.6
2012/5/31,1008.7,1010.2,1006.7,28.9,24.1,6.5,67,1.8,19,7.7,40,79,25.5
2012/6/1,1007.7,1009.6,1005.3,28.6,23.9,0,63,1.6,75,8.2,89,77,25.9
2012/6/2,1005.3,1006.8,1003.6,29.8,24.5,3,67,0.8,339,5.7,321,85,25.9
2012/6/3,1003.7,1004.7,1002.3,27.8,24.6,0,71,1.9,77,9.1,38,81,26.1
2012/6/4,1002.4,1003.5,1000.8,27.5,24.6,4.5,86,0.5,14,5.7,13,91,26
2012/6/5,1003.5,1005.3,1001.7,30.5,24.9,0,62,1.3,321,8,95,78,27.1
2012/6/6,1003.3,1004.2,1002.1,33.8,25.1,0,54,1.5,76,8,85,73,28.7
2012/6/7,1003.2,1004.6,1001.7,35.7,26.8,0,57,0.7,350,9.6,230,76,30.1
2012/6/8,1003.5,1004.6,1002.2,34.6,28.6,0,60,1,256,18.4,273,72,31.1
2012/6/9,1001.9,1003.9,1000,34.2,28.3,0,57,1,245,9.3,240,70,31.1
2012/6/10,998.7,1000.5,996.8,34.6,28.8,0,56,1.2,250,9.6,234,66,31.4
2012/6/11,996.4,999.1,994.8,33.6,24.2,97,62,2.2,255,12.4,269,71,30.6
2012/6/12,998,1001.4,996.2,27.2,23.7,267,88,0.4,77,4.1,95,95,25.2
2012/6/13,1001.7,1002.8,1000.8,30.2,26.4,0,58,1.5,74,8,50,74,27.3
2012/6/14,1001.1,1002.4,1000.1,29.9,25.8,19,71,0.6,74,5.7,88,87,27.2
2012/6/15,1000.3,1003.3,998.9,33.4,24.8,65.5,56,0.4,29,5.7,318,85,27.8
2012/6/16,1004,1005.5,1001.8,29.7,25.5,35.5,77,0.3,49,4.1,354,90,27
2012/6/17,1004,1005.5,1002.4,34.8,25.6,0,55,0.6,78,5.7,80,74,30.1
2012/6/18,1001,1003.5,999.2,32.7,27.9,0,60,0.6,333,6.3,340,75,29.7
2012/6/19,998.6,1000,997.3,30.5,25.9,27,70,0.4,68,4.1,308,86,27.6
2012/6/20,997.7,1000.2,995.5,29.5,24.6,15.5,79,0.6,79,8.5,33,88,26.9
2012/6/21,1004.8,1007.8,999.9,26.7,24.2,9,84,0.3,37,3.5,331,92,25.1
2012/6/22,1006.1,1007.2,1004.9,32.8,24.8,23.5,59,0.4,7,4.6,271,83,27.7
2012/6/23,1004.4,1006,1002.9,33.4,25.6,9.5,56,0.3,77,5.2,76,81,28.5
2012/6/24,1004.7,1005.7,1003.8,33.7,26.1,0,57,0.4,78,5.7,79,78,29.5
2012/6/25,1004.8,1005.6,1003.4,34.9,26.7,0.5,51,0.5,258,7.7,89,76,29.4
2012/6/26,1004.9,1006.6,1003.8,34.2,27,0.5,54,0.6,6,7.1,349,75,29.8
2012/6/27,1006.2,1007.2,1005.3,35.2,26.9,0,50,0.8,334,6.3,339,73,30
2012/6/28,1004.1,1006.8,1001.4,35.1,27.3,0,47,2,75,11.3,84,67,30.9
2012/6/29,1002.9,1006.1,998.6,34.8,29,0,52,0.8,54,14.6,78,66,31.2
2012/6/30,1007.2,1010.1,1005.6,33.5,26.9,0.5,61,0.9,331,6.8,317,74,30.1
2012/7/1,1009.1,1010.6,1007.5,34.4,28.6,0,53,1,336,6.6,343,72,30.8
2012/7/2,1006.8,1009.5,1004.9,34.2,27.9,0,50,0.9,74,7.1,244,65,31
2012/7/3,1004.2,1006,1002.3,34.7,26.9,0,51,0.8,348,5.7,344,68,31
2012/7/4,1004.3,1005.8,1002.5,35.2,27.2,0,51,0.6,9,10.4,259,67,31
2012/7/5,1006.2,1007.9,1004.7,34.5,27.8,0,51,0.9,3,5.7,2,71,30.7
2012/7/6,1006.8,1007.8,1005.8,34,28.9,0,57,0.7,334,5.7,1,74,30.6
2012/7/7,1005.8,1006.9,1004.6,34.2,27.7,0,58,0.8,337,7.1,250,71,30.8
2012/7/8,1005.2,1006.3,1004.1,35.5,28.1,0,54,1.1,188,6,260,69,31.3
2012/7/9,1005.1,1006.9,1004,35.9,28.4,0,51,1.1,258,6.8,268,66,32.1
2012/7/10,1003.9,1006.1,1002.2,37.5,28.9,0,40,1.1,262,8.2,274,61,32.6
2012/7/11,1003.7,1004.6,1002.7,35.8,28.4,0,48,1.2,254,8,254,65,32.2
2012/7/12,1004.3,1005.6,1002.9,36.1,28.4,0,43,1.2,262,8.8,263,62,31.9
2012/7/13,1003.8,1005.6,1001.7,36.3,28.1,0,39,1.5,260,8.8,257,62,31.8
2012/7/14,1002.9,1004.1,1001.3,36.1,28.8,0,47,1.4,73,8.2,254,65,32
2012/7/15,1004.4,1006.3,1002.8,36.4,29.3,0,44,0.9,268,7.4,263,68,31.5
2012/7/16,1006.3,1008.2,1004.4,35.4,24.4,56,50,0.5,73,8,239,77,29.6
2012/7/17,1005.4,1006.9,1003.6,34.7,26.2,0,53,1,253,12.4,246,70,30.7
2012/7/18,1005.2,1006.3,1003.8,34.5,28.6,0,57,1.1,259,8,260,69,31.4
2012/7/19,1005.6,1007.2,1003.5,36.1,29.2,0,49,1.2,80,8.5,251,68,31.7
2012/7/20,1003.4,1005.7,1000.7,35.8,29.1,0,50,2.3,76,11.8,66,63,32.4
2012/7/21,1001.2,1002.9,999.2,36.3,30.5,0,50,2.2,76,12.1,66,61,32.7
2012/7/22,1000.5,1002.1,998.9,35,29.5,0,50,1.6,74,11.5,79,62,31.7
2012/7/23,1001.2,1003,999.2,35.7,27.3,3,47,1.8,75,11.5,237,65,31
2012/7/24,1004.5,1008.2,1001.9,35.7,29.1,0,48,1.9,74,9.9,74,61,31.8
2012/7/25,1006.8,1008,1005.5,37,28.8,0,41,1.8,75,11.3,235,62,31.5
2012/7/26,1005.1,1006.8,1003.9,31.9,26,28,63,0.5,21,10.4,227,81,28.4
2012/7/27,1003.8,1005.1,1002.3,35.5,26.7,0,53,1.4,74,12.4,237,69,30.8
2012/7/28,1003.8,1005.1,1002.4,35.6,28.8,0,48,2.2,76,10.2,85,62,31.8
2012/7/29,1002.2,1004.5,1000.2,35.5,29,0,47,2.8,76,11,103,63,31.5
2012/7/30,999,1000.7,997,31.6,27.5,8,67,2.8,76,11.3,79,79,29.3
2012/7/31,994.5,997.4,992.8,31.3,26.8,15,70,3.3,51,14,63,81,28.9
2012/8/1,989.9,993.6,985.2,30.6,25.3,97,73,3.6,49,20.9,18,84,27.9
2012/8/2,985.2,990.9,982.8,29,25.6,157.5,82,1.8,15,14,14,92,26.9
2012/8/3,995.6,999,990.7,32.9,26,4,63,0.5,83,6.8,204,82,28.8
2012/8/4,1000,1002.1,997.9,33.6,26.6,0,62,0.7,73,6.6,309,79,29.6
2012/8/5,1001.4,1002.7,1000.2,31.4,26.8,5,67,0.7,32,6.6,306,79,28.9
2012/8/6,998.9,1001.4,996.6,32.6,26.5,7,59,2.1,251,11,264,76,29.1
2012/8/7,995.8,997.8,994.4,34.8,26.9,0.5,49,2.5,261,12.1,282,63,31.3
2012/8/8,996.3,998.8,994.2,37.7,29.2,0,42,0.9,251,7.7,265,63,32.6
2012/8/9,999.6,1001.6,997.9,35,26.9,5,57,0.8,73,5.5,19,75,30
2012/8/10,1001.8,1003.8,1000.6,35.4,26.6,0,49,0.6,65,5.7,267,69,30.6
2012/8/11,1004,1006.2,1002.8,35.2,26.7,14,45,0.8,65,7.7,281,72,30.4
2012/8/12,1004.2,1005.6,1002.9,34.5,25.5,64,51,0.5,67,6.3,88,81,28.8
2012/8/13,1004.1,1005.2,1002.9,34,26.3,0,55,0.7,42,6,315,76,29.7
2012/8/14,1004,1005.3,1002.7,37.3,26.7,0,35,1.5,76,8.5,43,68,31
2012/8/15,1002.6,1004.2,1001.3,34.9,28.7,0,55,2.9,76,9.9,39,70,31.2
2012/8/16,1003.2,1007.5,999.5,36.1,29,0,50,1.6,73,9.3,82,64,31.9
2012/8/17,1007.9,1010.1,1006.1,34.3,26.2,29.5,54,0.5,258,9.6,239,81,28.4
2012/8/18,1007.8,1010.1,1005.6,35.8,26.8,0.5,54,1,48,7.4,41,75,30.3
2012/8/19,1006.1,1009.1,1004,36.6,27.5,0,40,1.2,71,8.5,92,63,31.4
2012/8/20,1004.8,1006.4,1002.5,36.1,27.6,0,42,1.5,75,8.8,86,61,31.2
2012/8/21,1004.6,1005.8,1003.1,35.2,28,0,45,1.7,68,9.3,73,63,31
2012/8/22,1003.6,1005.2,1002.1,34.3,26.5,35,51,1.1,20,11.5,237,74,29.8
2012/8/23,1002.3,1003.4,1001.3,32.6,26.3,38.5,60,1.8,51,10.4,49,81,29.1
2012/8/24,1000.5,1002.5,998.9,32.6,28.3,0,61,3.7,76,12.9,85,72,30.3
2012/8/25,1003.6,1005.3,1000.7,34.8,28.3,0,50,2.7,75,9.9,93,67,30.5
2012/8/26,1001.5,1004.5,999.6,33.2,26.7,3.5,61,0.7,345,7.1,299,75,29.2
2012/8/27,998.5,999.7,997,34.2,26.9,8,52,1,76,6.6,257,69,30.6
2012/8/28,999.1,1003.8,995.1,31,26.2,9.5,63,2,75,10.4,241,76,29
2012/8/29,1005.7,1008.3,1003.1,32,28.3,0,65,1.2,260,9.1,284,76,29.8
2012/8/30,1007.8,1009.1,1006.7,33.1,26.6,0.5,62,0.8,75,6,11,80,28.7
2012/8/31,1007.8,1009.1,1006.3,32.6,25.7,2,59,0.4,55,5.7,355,79,28.3
2012/9/1,1007.8,1009.3,1006.3,34.5,25.9,0,51,0.6,13,10.4,259,72,29.2
2012/9/2,1007.3,1008.9,1005.3,34.4,26.3,0,47,1,77,7.4,62,64,29.9
2012/9/3,1007.9,1009.9,1006.3,33.6,26.5,0,51,0.7,7,9.1,257,68,29
2012/9/4,1009.8,1011.5,1008,35.5,26,0,44,1.2,64,9.6,236,65,30
2012/9/5,1011.1,1012.3,1010,35.7,27.6,0,45,1.8,75,8.8,92,63,31
2012/9/6,1012,1013.7,1009.9,35.6,28.6,0,51,1.5,70,7.4,79,67,31.1
2012/9/7,1011.7,1013.2,1010.2,34.6,28.8,0,50,0.9,71,12.9,246,65,31
2012/9/8,1010.4,1012.2,1008.3,35.5,27.3,0,48,1.2,77,7.1,71,64,31.2
2012/9/9,1009.3,1011,1007.7,34.8,27.7,0,52,0.9,74,6.8,314,67,30.4
2012/9/10,1008.8,1010.5,1007.2,34.6,27.8,0,53,1.4,72,8.2,249,67,30.6
2012/9/11,1008.6,1010.5,1007.2,34.1,27.7,0,56,1.4,78,9.6,255,66,30.3
2012/9/12,1007.7,1009.1,1005.8,34,27.1,0,53,0.7,77,6.8,245,67,30.3
2012/9/13,1006.8,1008.4,1004.5,33.2,27.5,0,60,0.9,4,9.6,260,69,30.2
2012/9/14,1007.6,1009.5,1006.2,30.1,24.7,60.5,64,0.9,80,6.8,326,82,26.9
2012/9/15,1007.9,1009.5,1006.1,26.4,24,21.5,74,1.6,15,8.2,51,84,25.3
2012/9/16,1008.7,1010.4,1007.4,26.5,22.8,0,65,0.7,25,6.6,55,74,24.7
2012/9/17,1009.7,1011.5,1008.2,30,21.6,0,41,1,76,12.6,252,66,25.3
2012/9/18,1009.3,1010.5,1008,28.7,22.8,0,46,1.8,61,8,25,60,25.8
2012/9/19,1010.9,1013.7,1008.5,27.4,21,11,65,1.7,52,6.8,61,75,24.6
2012/9/20,1011.8,1013.8,1010.4,28.1,22.2,0.5,69,1.7,52,6.8,101,79,25.2
2012/9/21,1009.9,1011.6,1007.8,32.9,24.8,0,54,1.5,72,8,80,74,28.4
2012/9/22,1007.9,1009.9,1006,32.4,25.7,0,54,0.7,330,8,243,73,28.7
2012/9/23,1006.9,1008.2,1005.6,31.7,26.5,0,59,1,71,6.6,250,78,27.9
2012/9/24,1007.7,1009.5,1006.3,28.4,25.7,0,66,2,75,9.6,63,75,26.8
2012/9/25,1009.7,1011.2,1007.8,29.8,25.5,0,53,2.9,65,12.4,34,67,27.3
2012/9/26,1009.6,1011.1,1008.3,30.9,24.5,0,53,2.8,67,10.7,28,71,27.6
2012/9/27,1008.4,1010,1007.1,31.2,25.5,1,57,2.9,52,11.5,86,72,27.4
2012/9/28,1005.4,1008.3,1002.4,27.5,23.3,9.5,62,2.5,9,12.9,31,79,25.3
2012/9/29,1011.4,1013.9,1007.5,26.3,21.2,0.5,53,1.4,20,9.6,25,63,24
2012/9/30,1013.6,1015.4,1012.3,27.1,19.7,0,44,1.7,53,7.4,74,59,23.3
2012/10/1,1013.9,1015.7,1012.2,27.3,21.9,0,46,2.1,76,9.6,55,58,24.2
2012/10/2,1012.9,1015,1011,28.3,20.9,0,41,1.8,55,8.5,79,60,24.4
2012/10/3,1009.7,1012.1,1007.3,28.5,20.4,0,45,1.2,44,8.2,10,58,24
2012/10/4,1009.8,1012.2,1008.2,29,20,0,48,1.5,52,9.9,38,64,24.6
2012/10/5,1012.4,1014.6,1010.6,29.4,23,0,55,1.9,67,10.7,47,72,25.3
2012/10/6,1014.8,1016.5,1013.4,28.6,24,0,50,1.4,78,8,37,70,25.7
2012/10/7,1015,1016.3,1013.4,26.9,22.2,0.5,56,1.5,79,8.5,71,71,24.7
2012/10/8,1013.1,1015.1,1011.2,28.7,22.3,0,48,1.5,76,9.3,83,66,24.9
2012/10/9,1011.1,1012.8,1009,27.9,21.6,0,46,0.6,28,12.1,235,69,24.7
2012/10/10,1011.7,1013.4,1010.2,26.8,22.5,1.5,52,0.8,35,7.1,12,69,24
